date,O_pos,A_pos,B_pos,AB_pos,O_neg,A_neg,B_neg,AB_neg,O,A,B,AB,total
2022-05-28,44,75,63,30,1,1,0,0,45,76,63,30,214
2022-05-29,14,27,23,17,0,0,0,0,14,27,23,17,81
2022-05-30,88,161,126,35,1,3,0,1,89,164,126,36,415
2022-05-31,84,120,113,49,2,0,0,0,86,120,113,49,368
2022-06-01,14,15,19,3,0,0,0,0,14,15,19,3,51
2022-06-02,96,183,110,51,0,0,0,0,96,183,110,51,440
2022-06-03,102,198,117,41,2,0,3,0,104,198,120,41,463
2022-06-04,78,98,49,35,0,0,1,1,78,98,50,36,262
2022-06-05,42,40,32,17,1,0,0,0,43,40,32,17,132
2022-06-06,25,36,15,11,0,0,0,0,25,36,15,11,87
2022-06-07,65,96,74,35,1,1,4,1,66,97,78,36,277
2022-06-08,94,115,85,42,0,0,0,0,94,115,85,42,336
2022-06-09,110,109,98,48,0,0,0,0,110,109,98,48,365
2022-06-10,70,128,70,26,1,1,2,0,71,129,72,26,298
2022-06-11,60,78,78,30,0,0,0,0,60,78,78,30,246
2022-06-12,29,52,23,6,0,0,1,0,29,52,24,6,111
2022-06-13,79,128,95,35,1,3,2,0,80,131,97,35,343
2022-06-14,112,101,83,59,2,0,0,0,114,101,83,59,357
2022-06-15,127,145,130,55,0,0,1,0,127,145,131,55,458
2022-06-16,68,130,108,35,0,0,0,0,68,130,108,35,341
2022-06-17,84,135,118,54,0,1,3,0,84,136,121,54,395
2022-06-18,60,66,62,21,0,0,1,0,60,66,63,21,210
2022-06-19,36,52,46,17,0,2,1,0,36,54,47,17,154
2022-06-20,70,96,77,67,0,0,1,0,70,96,78,67,311
2022-06-21,76,110,87,35,2,1,0,0,78,111,87,35,311
2022-06-22,61,109,71,30,2,3,1,0,63,112,72,30,277
2022-06-23,57,82,89,57,0,0,1,0,57,82,90,57,286
2022-06-24,77,82,77,23,0,2,1,0,77,84,78,23,262
2022-06-25,49,71,55,22,2,0,0,0,51,71,55,22,199
2022-06-26,36,40,43,23,0,0,0,0,36,40,43,23,142
2022-06-27,76,90,111,42,2,0,2,3,78,90,113,45,326
2022-06-28,77,119,97,42,1,3,1,2,78,122,98,44,342
2022-06-29,68,80,80,25,1,0,1,1,69,80,81,26,256
2022-06-30,89,67,53,35,0,0,0,0,89,67,53,35,244
2022-07-01,81,135,92,40,0,0,0,2,81,135,92,42,350
2022-07-02,40,78,41,24,0,1,0,0,40,79,41,24,184
2022-07-03,32,69,37,13,0,0,0,0,32,69,37,13,151
2022-07-04,98,95,76,32,1,0,0,0,99,95,76,32,302
2022-07-05,79,109,88,28,2,0,1,0,81,109,89,28,307
2022-07-06,69,91,72,41,0,3,0,0,69,94,72,41,276
2022-07-07,70,90,92,34,0,2,1,0,70,92,93,34,289
2022-07-08,87,117,83,53,0,0,1,0,87,117,84,53,341
2022-07-09,60,97,51,30,0,0,0,0,60,97,51,30,238
2022-07-10,32,30,33,10,0,0,0,0,32,30,33,10,105
2022-07-11,78,83,96,47,1,1,0,0,79,84,96,47,306
2022-07-12,110,123,92,31,0,2,2,0,110,125,94,31,360
2022-07-13,114,106,97,43,1,1,0,0,115,107,97,43,362
2022-07-14,92,113,101,35,1,0,1,1,93,113,102,36,344
2022-07-15,57,156,90,39,0,0,2,0,57,156,92,39,344
2022-07-16,1191,1125,1401,395,2,6,4,3,1193,1131,1405,398,4127
2022-07-17,20,30,32,21,1,0,1,0,21,30,33,21,105
2022-07-18,94,125,107,41,4,2,1,2,98,127,108,43,376
2022-07-19,1378,1629,1328,509,8,11,6,3,1386,1640,1334,512,4872
2022-07-20,106,86,76,34,3,5,1,0,109,91,77,34,311
2022-07-21,76,153,95,46,3,0,0,0,79,153,95,46,373
2022-07-22,64,113,84,32,1,0,1,0,65,113,85,32,295
2022-07-23,29,46,34,18,0,1,0,0,29,47,34,18,128
2022-07-24,33,42,20,28,0,1,0,0,33,43,20,28,124
2022-07-25,105,141,109,41,1,2,1,1,106,143,110,42,401
2022-07-26,75,142,97,63,2,1,2,1,77,143,99,64,383
2022-07-27,94,93,81,44,0,3,0,0,94,96,81,44,315
2022-07-28,70,82,82,28,0,2,1,0,70,84,83,28,265
2022-07-29,87,106,106,58,2,0,0,0,89,106,106,58,359
2022-07-30,72,72,65,21,0,0,0,0,72,72,65,21,230
2022-07-31,40,45,31,18,0,2,0,0,40,47,31,18,136
2022-08-01,95,130,102,42,0,3,1,0,95,133,103,42,373
2022-08-02,82,153,86,46,0,3,1,0,82,156,87,46,371
2022-08-03,80,109,74,41,0,2,1,1,80,111,75,42,308
2022-08-04,69,81,83,45,0,0,0,0,69,81,83,45,278
2022-08-05,78,107,92,41,1,2,1,0,79,109,93,41,322
2022-08-06,54,46,45,18,0,0,0,0,54,46,45,18,163
2022-08-07,19,48,32,25,0,1,0,0,19,49,32,25,125
2022-08-08,122,117,99,45,2,0,2,0,124,117,101,45,387
2022-08-09,106,140,92,31,1,0,2,0,107,140,94,31,372
2022-08-10,98,104,66,35,0,1,0,2,98,105,66,37,306
2022-08-11,72,128,92,36,0,0,0,0,72,128,92,36,328
2022-08-12,85,93,82,34,0,1,1,1,85,94,83,35,297
2022-08-13,53,54,55,18,0,0,0,1,53,54,55,19,181
2022-08-14,45,29,49,13,0,0,0,0,45,29,49,13,136
2022-08-15,61,71,68,21,1,1,1,0,62,72,69,21,224
2022-08-16,104,128,100,45,0,1,0,1,104,129,100,46,379
2022-08-17,92,115,93,37,3,2,0,0,95,117,93,37,342
2022-08-18,73,104,99,40,3,0,1,0,76,104,100,40,320
2022-08-19,99,99,95,37,2,4,0,0,101,103,95,37,336
2022-08-20,60,74,44,18,0,0,1,0,60,74,45,18,197
2022-08-21,17,45,29,12,1,2,0,0,18,47,29,12,106
2022-08-22,93,163,104,46,1,0,2,0,94,163,106,46,409
2022-08-23,112,132,105,25,1,2,1,1,113,134,106,26,379
2022-08-24,80,81,102,32,2,1,1,0,82,82,103,32,299
2022-08-25,102,113,96,50,0,2,0,1,102,115,96,51,364
2022-08-26,85,143,130,43,1,2,0,0,86,145,130,43,404
2022-08-27,57,78,58,19,0,0,1,0,57,78,59,19,213
2022-08-28,65,73,65,37,0,0,0,0,65,73,65,37,240
2022-08-29,111,183,105,55,0,1,2,0,111,184,107,55,457
2022-08-30,130,149,123,39,0,1,0,0,130,150,123,39,442
2022-08-31,157,194,130,64,2,2,0,0,159,196,130,64,549
2022-09-01,101,180,103,54,0,0,1,1,101,180,104,55,440
2022-09-02,100,154,115,57,0,0,0,0,100,154,115,57,426
2022-09-03,60,84,78,33,0,0,0,2,60,84,78,35,257
2022-09-04,52,74,70,30,0,2,0,0,52,76,70,30,228
2022-09-05,132,172,159,49,1,5,3,2,133,177,162,51,523
2022-09-06,134,189,120,66,0,2,0,2,134,191,120,68,513
2022-09-07,93,135,86,50,1,1,1,1,94,136,87,51,368
2022-09-08,129,160,128,52,2,1,2,1,131,161,130,53,475
2022-09-09,83,107,104,23,0,0,0,0,83,107,104,23,317
2022-09-10,4,4,2,0,0,0,0,0,4,4,2,0,10
2022-09-11,1,2,1,2,0,1,0,0,1,3,1,2,7
2022-09-12,29,41,31,13,0,0,1,1,29,41,32,14,116
2022-09-13,130,120,107,55,1,1,1,0,131,121,108,55,415
2022-09-14,119,176,153,67,1,0,0,0,120,176,153,67,516
2022-09-15,136,165,152,82,4,1,1,0,140,166,153,82,541
2022-09-16,95,157,115,46,2,0,1,0,97,157,116,46,416
2022-09-17,61,83,56,29,0,0,0,0,61,83,56,29,229
2022-09-18,47,62,57,24,0,0,0,0,47,62,57,24,190
2022-09-19,120,191,155,49,0,2,4,0,120,193,159,49,521
2022-09-20,96,125,112,47,2,0,1,1,98,125,113,48,384
2022-09-21,122,99,112,53,0,2,1,0,122,101,113,53,389
2022-09-22,61,142,111,32,2,1,0,0,63,143,111,32,349
2022-09-23,87,101,79,34,1,0,3,0,88,101,82,34,305
2022-09-24,43,61,57,34,0,0,0,0,43,61,57,34,195
2022-09-25,43,52,40,10,0,0,1,0,43,52,41,10,146
2022-09-26,127,166,125,59,0,3,4,1,127,169,129,60,485
2022-09-27,93,115,61,33,4,0,0,0,97,115,61,33,306
2022-09-28,101,89,80,40,1,1,0,0,102,90,80,40,312
2022-09-29,80,145,74,42,1,1,1,1,81,146,75,43,345
2022-09-30,86,127,114,54,0,0,0,0,86,127,114,54,381
2022-10-01,79,62,36,24,0,0,0,0,79,62,36,24,201
2022-10-02,61,83,51,20,0,0,1,0,61,83,52,20,216
2022-10-03,30,39,17,14,1,1,0,1,31,40,17,15,103
2022-10-04,120,171,130,40,1,0,1,1,121,171,131,41,464
2022-10-05,114,128,111,40,0,1,0,0,114,129,111,40,394
2022-10-06,75,125,80,44,0,2,1,1,75,127,81,45,328
2022-10-07,107,120,87,45,0,1,3,0,107,121,90,45,363
2022-10-08,67,69,45,17,0,0,0,0,67,69,45,17,198
2022-10-09,70,75,46,19,1,0,0,0,71,75,46,19,211
2022-10-10,53,67,68,19,1,0,0,0,54,67,68,19,208
2022-10-11,136,190,137,86,1,4,1,0,137,194,138,86,555
2022-10-12,132,149,153,43,5,0,0,0,137,149,153,43,482
2022-10-13,79,108,61,39,0,0,0,0,79,108,61,39,287
2022-10-14,76,182,153,52,1,3,0,1,77,185,153,53,468
2022-10-15,56,86,62,37,0,0,0,1,56,86,62,38,242
2022-10-16,72,78,59,20,0,0,0,0,72,78,59,20,229
2022-10-17,106,181,164,56,1,0,0,0,107,181,164,56,508
2022-10-18,109,136,98,61,0,1,2,0,109,137,100,61,407
2022-10-19,101,118,111,37,1,3,1,0,102,121,112,37,372
2022-10-20,83,100,102,50,0,1,1,0,83,101,103,50,337
2022-10-21,111,135,111,45,1,3,1,0,112,138,112,45,407
2022-10-22,67,112,69,25,1,2,0,0,68,114,69,25,276
2022-10-23,67,79,57,19,1,2,1,0,68,81,58,19,226
2022-10-24,156,223,125,82,4,4,7,0,160,227,132,82,601
2022-10-25,107,156,134,47,1,0,1,0,108,156,135,47,446
2022-10-26,103,135,153,49,1,1,3,0,104,136,156,49,445
2022-10-27,86,114,84,22,0,3,2,0,86,117,86,22,311
2022-10-28,70,108,88,52,1,2,2,1,71,110,90,53,324
2022-10-29,77,98,78,28,0,0,0,0,77,98,78,28,281
2022-10-30,49,101,73,29,0,2,0,0,49,103,73,29,254
2022-10-31,135,189,141,60,0,2,5,0,135,191,146,60,532
2022-11-01,126,152,148,60,1,0,0,0,127,152,148,60,487
2022-11-02,95,142,94,45,2,0,0,0,97,142,94,45,378
2022-11-03,67,147,85,45,0,0,2,0,67,147,87,45,346
2022-11-04,88,110,82,60,0,1,0,0,88,111,82,60,341
2022-11-05,48,54,70,18,0,0,1,0,48,54,71,18,191
2022-11-06,47,74,65,34,0,0,1,0,47,74,66,34,221
2022-11-07,102,124,114,43,0,2,1,0,102,126,115,43,386
2022-11-08,85,144,98,58,0,0,1,0,85,144,99,58,386
2022-11-09,98,102,85,61,2,0,1,1,100,102,86,62,350
2022-11-10,96,128,119,43,0,0,2,1,96,128,121,44,389
2022-11-11,73,150,103,26,1,3,3,0,74,153,106,26,359
2022-11-12,61,51,65,31,0,2,0,0,61,53,65,31,210
2022-11-13,41,81,53,27,0,0,0,0,41,81,53,27,202
2022-11-14,105,145,126,40,2,3,1,0,107,148,127,40,422
2022-11-15,109,136,94,49,0,2,0,0,109,138,94,49,390
2022-11-16,93,118,98,38,0,0,0,0,93,118,98,38,347
2022-11-17,85,101,99,32,0,0,0,0,85,101,99,32,317
2022-11-18,90,77,80,21,0,1,0,0,90,78,80,21,269
2022-11-19,79,70,70,19,0,0,0,0,79,70,70,19,238
2022-11-20,68,68,63,21,1,0,0,0,69,68,63,21,221
2022-11-21,92,126,101,50,1,0,0,2,93,126,101,52,372
2022-11-22,81,143,132,41,0,0,0,0,81,143,132,41,397
2022-11-23,88,126,65,44,0,1,0,0,88,127,65,44,324
2022-11-24,112,155,126,34,0,2,1,0,112,157,127,34,430
2022-11-25,124,165,148,68,1,0,1,0,125,165,149,68,507
2022-11-26,54,73,56,37,0,0,0,0,54,73,56,37,220
2022-11-27,44,65,60,16,0,0,0,0,44,65,60,16,185
2022-11-28,133,157,118,57,3,0,0,0,136,157,118,57,468
2022-11-29,117,127,111,44,1,0,0,0,118,127,111,44,400
2022-11-30,104,124,101,37,2,1,2,0,106,125,103,37,371
2022-12-01,87,148,132,38,0,1,0,0,87,149,132,38,406
2022-12-02,145,138,115,57,0,3,0,1,145,141,115,58,459
2022-12-03,60,92,58,23,0,0,0,0,60,92,58,23,233
2022-12-04,54,63,45,35,0,0,0,0,54,63,45,35,197
2022-12-05,113,129,118,58,0,1,0,1,113,130,118,59,420
2022-12-06,93,143,88,44,1,1,1,1,94,144,89,45,372
2022-12-07,85,103,83,36,0,0,0,0,85,103,83,36,307
2022-12-08,96,124,76,33,1,3,0,2,97,127,76,35,335
2022-12-09,99,137,105,36,2,2,2,1,101,139,107,37,384
2022-12-10,61,71,57,36,0,1,1,0,61,72,58,36,227
2022-12-11,46,53,68,18,1,2,4,0,47,55,72,18,192
2022-12-12,110,126,141,55,0,1,1,1,110,127,142,56,435
2022-12-13,118,115,126,59,0,1,1,1,118,116,127,60,421
2022-12-14,82,106,90,48,4,2,0,0,86,108,90,48,332
2022-12-15,73,113,103,50,0,5,1,1,73,118,104,51,346
2022-12-16,133,143,137,54,0,0,0,0,133,143,137,54,467
2022-12-17,67,77,68,30,0,0,0,0,67,77,68,30,242
2022-12-18,64,62,72,31,1,0,0,0,65,62,72,31,230
2022-12-19,144,143,141,41,0,2,1,1,144,145,142,42,473
2022-12-20,123,155,135,64,2,0,0,0,125,155,135,64,479
2022-12-21,117,121,94,48,1,4,0,0,118,125,94,48,385
2022-12-22,100,149,102,50,1,0,1,2,101,149,103,52,405
2022-12-23,108,111,94,46,0,1,0,0,108,112,94,46,360
2022-12-24,55,92,79,31,0,0,1,0,55,92,80,31,258
2022-12-25,53,71,38,23,0,0,0,0,53,71,38,23,185
2022-12-26,113,162,131,41,0,1,1,0,113,163,132,41,449
2022-12-27,100,146,114,20,0,1,3,0,100,147,117,20,384
2022-12-28,161,172,125,54,1,0,3,1,162,172,128,55,517
2022-12-29,100,197,148,55,0,0,3,2,100,197,151,57,505
2022-12-30,128,155,104,66,1,0,0,0,129,155,104,66,454
2022-12-31,69,107,100,38,1,1,0,0,70,108,100,38,316
2023-01-01,17,31,33,8,0,0,0,0,17,31,33,8,89
2023-01-02,95,152,117,46,2,3,1,0,97,155,118,46,416
2023-01-03,102,116,93,33,2,0,0,1,104,116,93,34,347
2023-01-04,97,123,70,28,0,0,0,0,97,123,70,28,318
2023-01-05,93,168,98,30,1,1,1,0,94,169,99,30,392
2023-01-06,65,113,91,54,2,1,1,0,67,114,92,54,327
2023-01-07,31,52,32,11,0,0,0,0,31,52,32,11,126
2023-01-08,54,75,49,29,0,0,0,0,54,75,49,29,207
2023-01-09,51,97,86,54,2,1,0,0,53,98,86,54,291
2023-01-10,69,93,70,40,0,0,1,0,69,93,71,40,273
2023-01-11,61,91,103,41,0,7,0,0,61,98,103,41,303
2023-01-12,61,70,81,32,1,0,0,0,62,70,81,32,245
2023-01-13,44,85,93,37,0,1,0,1,44,86,93,38,261
2023-01-14,45,85,55,35,0,0,0,0,45,85,55,35,220
2023-01-15,63,86,60,37,0,0,0,0,63,86,60,37,246
2023-01-16,121,114,99,35,2,0,1,1,123,114,100,36,373
2023-01-17,94,116,91,35,0,0,0,0,94,116,91,35,336
2023-01-18,65,115,73,23,0,0,0,0,65,115,73,23,276
2023-01-19,69,101,72,26,1,0,2,1,70,101,74,27,272
2023-01-20,109,87,100,50,0,0,1,0,109,87,101,50,347
2023-01-21,71,83,66,21,0,0,0,1,71,83,66,22,242
2023-01-22,0,1,0,0,0,0,0,0,0,1,0,0,1
2023-01-24,35,36,30,18,1,0,0,0,36,36,30,18,120
2023-01-25,80,99,99,36,3,3,1,1,83,102,100,37,322
2023-01-26,81,106,131,54,0,0,1,1,81,106,132,55,374
2023-01-27,136,122,124,49,2,0,1,0,138,122,125,49,434
2023-01-28,74,74,94,47,0,0,0,0,74,74,94,47,289
2023-01-29,58,59,61,31,0,0,0,0,58,59,61,31,209
